class, method, before_id, after_id, before_size, after_size
CachingCassandraSchemaProvider, loadAllTables, 21772240, 21171534, 24, 18
PlanPrinter, visitTopN, 21764142, 21163343, 14, 7
PlanPrinter, visitSort, 21764144, 21163344, 14, 7
TypeUtils, resolveTypes, 21761441, 21160785, 9, 5
CachingCassandraSchemaProvider, loadTable, 21772247, 21171540, 14, 7
AggregationAnalyzer, visitArrayConstructor, 21763058, 21162327, 4, 4
AggregationAnalyzer, visitCoalesceExpression, 21763060, 21162329, 4, 4
PlanPrinter, formatOutputs, 21764155, 21163354, 10, 3
HeartbeatFailureDetector, updateMonitoredServices, 21762520, 21161821, 52, 45
PlanRewriter, defaultRewrite, 21763593, 21162848, 6, 11
AggregationAnalyzer, visitInListExpression, 21763071, 21162340, 4, 4
EffectivePredicateExtractor, entryToEquality, 21764168, 21163365, 13, 8
AggregationAnalyzer, visitFunctionCall, 21763073, 21162342, 36, 36
ExampleClient, schemasSupplier, 21757866, 21157224, 15, 10
ExampleClient, resolveAndIndexTables, 21757869, 21157226, 11, 6
EffectivePredicateExtractor, spanTupleDomain, 21764175, 21163371, 15, 10
AggregationAnalyzer, visitIfExpression, 21763080, 21162349, 12, 12
MetadataManager, getColumnHandles, 21760942, 21160309, 6, 6
UnionNode, sourceOutputLayout, 21763644, 21162872, 6, 6
UnionNode, outputToSourceSymbolFunction, 21763647, 21162875, 10, 3
HiveUtil, createRecordReader, 21770714, 21170060, 40, 34
CreateViewTask, execute, 21767729, 21166989, 15, 17
ExpressionFormatter, joinExpressions, 21773949, 21173290, 10, 5
Session, Session, 21762064, 21161369, 25, 30
TestFunctionRegistry, testDuplicateFunctions, 21758092, 21157445, 19, 13
HivePageSourceProvider, createPageSource, 21769945, 21169307, 46, 46
TestTypeSignature, assertSignature, 21767755, 21167014, 3, 24
TestTypeSignature, assertSignature, 21767756, 21167014, 36, 24
BenchmarkHiveFileFormats, createTableProperties, 21769767, 21169137, 10, 10
TestEqualityInference, symbolBeginsWith, 21758769, 21158132, 3, 10
TestEqualityInference, symbolBeginsWith, 21758770, 21158132, 15, 10
PrestoS3FileSystem, getS3ObjectMetadata, 21770249, 21169596, 34, 28
QualifiedName, QualifiedName, 21774131, 21173476, 3, 6
QualifiedName, QualifiedName, 21774132, 21173476, 6, 6
TupleDomainOrcPredicate, createDomain, 21771843, 21171139, 3, 3
TupleDomainOrcPredicate, createDomain, 21771844, 21171139, 15, 3
CachingHiveMetastore, loadAllDatabases, 21770767, 21170116, 19, 15
SqlToRowExpressionTranslator, visitArrayConstructor, 21763327, 21162585, 10, 10
PrestoS3FileSystem, read, 21770260, 21169607, 6, 33
PrestoS3FileSystem, read, 21770261, 21169607, 39, 33
CachingHiveMetastore, loadAllTables, 21770773, 21170120, 50, 35
PrestoS3FileSystem, getS3Object, 21770264, 21169609, 26, 18
CachingHiveMetastore, loadAllViews, 21770779, 21170123, 23, 20
CachingHiveMetastore, createTable, 21770781, 21170124, 37, 31
CachingHiveMetastore, dropTable, 21770783, 21170125, 32, 29
CachingHiveMetastore, renameTable, 21770785, 21170126, 38, 32
CachingHiveMetastore, loadTable, 21770787, 21170127, 26, 23
CachingHiveMetastore, loadPartitionNames, 21770790, 21170129, 22, 19
CachingHiveMetastore, loadPartitionNamesByParts, 21770793, 21170131, 25, 22
CachingHiveMetastore, getPartitionsByNames, 21770795, 21170132, 11, 11
CachingHiveMetastore, loadPartitionByName, 21770796, 21170133, 25, 22
CachingHiveMetastore, loadPartitionsByNames, 21770798, 21170134, 44, 41
AbstractSvmModel, getTrainingFunction, 21772542, 21171876, 10, 3
BenchmarkHiveFileFormats, writeLineItems, 21769766, 21169136, 40, 40
HttpRemoteTask, HttpRemoteTask, 21762344, 21161640, 65, 61
TaskResource, getTaskInfo, 21762165, 21161463, 48, 34
TaskResource, getResults, 21762169, 21161465, 62, 50
AggregationCompiler, getOutputFunctions, 21766801, 21166079, 18, 13
AggregationCompiler, getInputFunctions, 21766803, 21166080, 14, 9
TestNumericHistogramAggregation, testMerge, 21759565, 21158915, 28, 21
CachingCassandraSchemaProvider, loadPartitions, 21772251, 21171543, 12, 6
SqlTaskManager, load, 21767411, 21166680, 20, 15
TestHiveFileFormats, testPageSourceFactory, 21769806, 21169170, 33, 30
ExpressionAnalyzer, analyzeExpressionsWithSymbols, 21763255, 21162515, 21, 16
TestNumericHistogram, testMergeSame, 21759502, 21158854, 21, 14
SqlTask, getTaskInfo, 21767340, 21166617, 7, 15
CachingHiveMetastore, loadDatabase, 21770770, 21170118, 22, 19
TupleDescriptor, resolveFieldsWithPrefix, 21763269, 21162528, 8, 8
TupleDescriptor, resolveFields, 21763270, 21162529, 8, 8
TupleDescriptor, canResolvePredicate, 21763271, 21162530, 10, 3
MockHiveMetastoreClient, get_partitions_by_names, 21769823, 21169186, 24, 19
PartitionResult, PartitionResult, 21761120, 21160486, 7, 7
PredicatePushDown, nullInputEvaluator, 21763829, 21163049, 15, 8
PredicatePushDown, joinEqualityExpression, 21763831, 21163050, 20, 15
ExpressionFormatter, sortItemFormatterFunction, 21773954, 21173294, 39, 34
PredicatePushDown, shouldPrunePartition, 21763838, 21163056, 36, 31
StripeReader, readDiskRanges, 21771852, 21171148, 22, 9
SqlStageExecution, scheduleTask, 21767386, 21166657, 3, 41
EqualityInference, symbolToExpressionPredicate, 21764400, 21163586, 10, 3
EqualityInference, isInferenceCandidate, 21764402, 21163587, 20, 15
JmxMetadata, getColumnHandles, 21762761, 21162053, 12, 5
TestFunctionRegistry, testListingHiddenFunctions, 21758095, 21157447, 12, 12
SqlToRowExpressionTranslator, visitFunctionCall, 21763310, 21162568, 14, 14
AggregationMetadata, fromAnnotations, 21766429, 21165642, 32, 30
SqlToRowExpressionTranslator, visitCoalesceExpression, 21763315, 21162573, 9, 9
Util, fromConnectorDomain, 21761178, 21160530, 10, 3
SqlTaskManager, SqlTaskManager, 21767410, 21166679, 46, 41
StatementResource, getQueryResults, 21762266, 21161560, 17, 22
EffectivePredicateExtractor, symbolMatchesExpression, 21764166, 21163364, 10, 3
HiveClient, getPartitionSplits, 21770409, 21169755, 52, 45
GraphvizPrinter, visitTopN, 21762000, 21161317, 13, 6
OrcMetadataReader, toColumnStatistics, 21771230, 21170534, 9, 6
TestHiveFileFormats, testCursorProvider, 21769804, 21169169, 37, 33
HiveClient, columnMetadataGetter, 21770426, 21169771, 24, 17
RelationPlanner, visitUnion, 21764444, 21163629, 66, 61
ExampleClient, tableUriResolver, 21757871, 21157227, 11, 6
QueryBuilder, buildSql, 21774996, 21174338, 26, 26
FunctionRegistry, resolveFunction, 21761230, 21160581, 97, 93
FunctionRegistry, listOperators, 21761233, 21160583, 17, 10
FunctionRegistry, FunctionMap, 21761250, 21160600, 3, 13
PrestoVerifier, applyOverrides, 21768944, 21168281, 18, 15
ExpressionOptimizer, visitCall, 21763397, 21162651, 74, 68
QualifiedTableName, convertFromSchemaTableName, 21761264, 21160612, 10, 3
MethodDefinition, MethodDefinition, 21760207, 21159589, 9, 37
TestHttpPageBufferClient, testExceptionFromResponseHandler, 21759224, 21158568, 69, 64
HttpRemoteTask, updateTaskInfo, 21762356, 21161651, 24, 19
DwrfMetadataReader, toColumnStatistics, 21771337, 21170635, 13, 6
LocalExecutionPlanner, visitRowNumber, 21763992, 21163207, 40, 36
LocalExecutionPlanner, visitTopNRowNumber, 21763994, 21163208, 57, 47
LocalExecutionPlanner, visitWindow, 21763997, 21163209, 65, 72
AverageBenchmarkResults, getAverageResultsValues, 21772583, 21171916, 10, 3
AverageBenchmarkResults, getAverageResultsStrings, 21772585, 21171917, 10, 3
QueryStateMachine, isScheduled, 21767006, 21166290, 8, 8
SqlQueryManager, getAllQueryInfo, 21767013, 21166295, 16, 14
LocalExecutionPlanner, visitIndexSource, 21764014, 21163225, 48, 43
PerfTest, execute, 21771068, 21170403, 13, 8
TestEqualityInference, matchesSymbolScope, 21758751, 21158116, 10, 3
TestEqualityInference, matchesStraddlingScope, 21758753, 21158117, 11, 6
LocalExecutionPlanner, planGroupByAggregation, 21764032, 21163242, 55, 50
LocalExecutionPlanner, channelGetter, 21764044, 21163252, 11, 6
TestRowNumberOperator, stripRowNumberColumn, 21759302, 21158645, 11, 8
SqlStageExecution, SqlStageExecution, 21767359, 21166633, 27, 64
SampledSplitSource, getNextBatch, 21762441, 21161738, 14, 7
AbstractTestOrcReader, floatSequence, 21771121, 21170455, 14, 8
ExpressionUtils, expressionOrNullSymbols, 21762985, 21162269, 19, 14
OperatorAssertion, appendSampleWeight, 21759346, 21158688, 17, 14
ConnectorAwareSplitSource, getNextBatch, 21762463, 21161768, 5, 5
DiscoveryNodeManager, refreshNodes, 21760870, 21160237, 55, 55
OrcTester, testMapRoundTrip, 21771168, 21170484, 21, 23
TupleAnalyzer, analyzeWindowFunctions, 21763011, 21162294, 70, 63
TestExpressionCompiler, testHugeIn, 21758843, 21158204, 31, 17
GenerateTimeZoneIndex, ignoredZone, 21761939, 21161280, 10, 3
TaskStateMachine, transitionToDoneState, 21767126, 21166403, 13, 6
PlanPrinter, visitWindow, 21764131, 21163334, 28, 21
PlanPrinter, visitTopNRowNumber, 21764133, 21163335, 22, 15
CachingCassandraSchemaProvider, loadAllSchemas, 21772237, 21171532, 11, 6
CachingCassandraSchemaProvider, loadAllTables, 21772240, 21171534, 24, 18
PlanPrinter, visitTopN, 21764142, 21163343, 14, 7
PlanPrinter, visitSort, 21764144, 21163344, 14, 7
TypeUtils, resolveTypes, 21761441, 21160785, 9, 5
CachingCassandraSchemaProvider, loadTable, 21772247, 21171540, 14, 7
AggregationAnalyzer, visitArrayConstructor, 21763058, 21162327, 4, 4
AggregationAnalyzer, visitCoalesceExpression, 21763060, 21162329, 4, 4
PlanPrinter, formatOutputs, 21764155, 21163354, 10, 3
HeartbeatFailureDetector, updateMonitoredServices, 21762520, 21161821, 52, 45
PlanRewriter, defaultRewrite, 21763593, 21162848, 6, 11
AggregationAnalyzer, visitInListExpression, 21763071, 21162340, 4, 4
EffectivePredicateExtractor, entryToEquality, 21764168, 21163365, 13, 8
AggregationAnalyzer, visitFunctionCall, 21763073, 21162342, 36, 36
ExampleClient, schemasSupplier, 21757866, 21157224, 15, 10
ExampleClient, resolveAndIndexTables, 21757869, 21157226, 11, 6
EffectivePredicateExtractor, spanTupleDomain, 21764175, 21163371, 15, 10
AggregationAnalyzer, visitIfExpression, 21763080, 21162349, 12, 12
MetadataManager, getColumnHandles, 21760942, 21160309, 6, 6
UnionNode, sourceOutputLayout, 21763644, 21162872, 6, 6
UnionNode, outputToSourceSymbolFunction, 21763647, 21162875, 10, 3
HiveUtil, createRecordReader, 21770714, 21170060, 40, 34
CreateViewTask, execute, 21767729, 21166989, 15, 17
ExpressionFormatter, joinExpressions, 21773949, 21173290, 10, 5
Session, Session, 21762064, 21161369, 25, 30
TestFunctionRegistry, testDuplicateFunctions, 21758092, 21157445, 19, 13
HivePageSourceProvider, createPageSource, 21769945, 21169307, 46, 46
TestTypeSignature, assertSignature, 21767755, 21167014, 3, 24
BenchmarkHiveFileFormats, createTableProperties, 21769767, 21169137, 10, 10
TestEqualityInference, symbolBeginsWith, 21758769, 21158132, 3, 10
PrestoS3FileSystem, getS3ObjectMetadata, 21770249, 21169596, 34, 28
QualifiedName, QualifiedName, 21774131, 21173476, 3, 6
TupleDomainOrcPredicate, createDomain, 21771843, 21171139, 3, 3
CachingHiveMetastore, loadAllDatabases, 21770767, 21170116, 19, 15
SqlToRowExpressionTranslator, visitArrayConstructor, 21763327, 21162585, 10, 10
PrestoS3FileSystem, read, 21770260, 21169607, 6, 33
CachingHiveMetastore, loadAllTables, 21770773, 21170120, 50, 35
PrestoS3FileSystem, getS3Object, 21770264, 21169609, 26, 18
CachingHiveMetastore, loadAllViews, 21770779, 21170123, 23, 20
CachingHiveMetastore, createTable, 21770781, 21170124, 37, 31
CachingHiveMetastore, dropTable, 21770783, 21170125, 32, 29
CachingHiveMetastore, renameTable, 21770785, 21170126, 38, 32
CachingHiveMetastore, loadTable, 21770787, 21170127, 26, 23
CachingHiveMetastore, loadPartitionNames, 21770790, 21170129, 22, 19
CachingHiveMetastore, loadPartitionNamesByParts, 21770793, 21170131, 25, 22
CachingHiveMetastore, getPartitionsByNames, 21770795, 21170132, 11, 11
CachingHiveMetastore, loadPartitionByName, 21770796, 21170133, 25, 22
CachingHiveMetastore, loadPartitionsByNames, 21770798, 21170134, 44, 41
AbstractSvmModel, getTrainingFunction, 21772542, 21171876, 10, 3
BenchmarkHiveFileFormats, writeLineItems, 21769766, 21169136, 40, 40
HttpRemoteTask, HttpRemoteTask, 21762344, 21161640, 65, 61
TaskResource, getTaskInfo, 21762165, 21161463, 48, 34
TaskResource, getResults, 21762169, 21161465, 62, 50
AggregationCompiler, getOutputFunctions, 21766801, 21166079, 18, 13
